"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"1",2020-09-01,"WY","A",41,NA,4,NA,219,219,13,4,NA,NA,72701,270,NA,NA,105049,NA,NA,NA,3866,3282,24,0,NA,NA,NA,NA,3137,3206,NA,0,76567,294,NA,NA,NA,NA,75983,288,108187,588
"2",2020-09-01,"NE","A+",397,NA,5,NA,2006,2006,161,12,NA,NA,328788,1483,NA,NA,NA,NA,NA,NA,34287,34287,241,0,NA,NA,NA,NA,NA,26177,NA,0,363075,1724,NA,NA,NA,NA,363617,1739,NA,0
"3",2020-09-01,"ND","A",122,118,4,4,564,564,62,10,152,15,190418,473,8278,NA,NA,NA,NA,NA,12000,12000,184,0,338,NA,NA,NA,NA,9610,NA,0,202418,657,8616,NA,NA,NA,202418,657,473705,2494
"4",2020-09-01,"NC","A+",2741,2741,39,NA,NA,NA,946,0,NA,270,2126274,37415,NA,NA,NA,NA,NA,NA,169424,169424,2111,0,NA,NA,NA,NA,NA,145884,NA,0,2295698,39526,NA,NA,NA,NA,NA,0,2295698,39526
"5",2020-09-01,"MT","B",105,NA,1,NA,447,447,140,11,NA,NA,244787,1970,NA,NA,NA,NA,NA,NA,7509,7509,88,0,NA,NA,NA,NA,NA,5459,NA,0,252296,2058,NA,NA,NA,NA,NA,0,252296,2058
"6",2020-09-01,"NH","B",432,NA,0,NA,715,715,8,1,221,NA,203984,343,NA,NA,NA,NA,NA,NA,7297,7297,22,0,NA,NA,NA,NA,NA,6634,NA,0,211281,365,30385,NA,29761,NA,211281,365,329116,1021
"7",2020-09-01,"MP","C",2,2,0,NA,4,4,NA,0,NA,NA,13484,0,NA,NA,NA,NA,NA,NA,57,57,1,0,NA,NA,NA,NA,NA,29,NA,0,13541,1,NA,NA,NA,NA,13540,0,17626,0
"8",2020-09-01,"MO","A",1538,NA,8,NA,NA,NA,906,0,NA,NA,905489,7231,NA,66097,1206684,NA,110,NA,85755,85755,1058,0,NA,NA,2908,NA,96068,NA,NA,0,991244,8289,NA,NA,69005,NA,991244,8289,1305031,10904
"9",2020-09-01,"MN","A+",1872,1823,6,49,6520,6520,294,40,1849,136,1056567,4408,NA,NA,NA,NA,NA,NA,76355,76355,491,0,NA,NA,NA,NA,NA,68488,NA,0,1132922,4899,NA,NA,NA,NA,1132922,4899,1498919,9193
"10",2020-09-01,"MI","A+",6767,6495,14,272,NA,NA,629,0,NA,156,2675587,24181,NA,NA,2675587,NA,83,NA,113820,103186,795,0,NA,NA,NA,NA,145671,76151,NA,0,2789407,24976,258577,NA,NA,NA,NA,0,2821258,24996
"11",2020-09-01,"ME","A+",132,131,0,1,421,421,9,1,NA,5,264187,5778,9089,NA,262339,NA,1,NA,4548,4081,22,0,479,NA,NA,NA,5686,3945,NA,0,268735,5800,9581,NA,NA,NA,NA,0,268268,5799
"12",2020-09-01,"NJ","A+",15937,14170,0,1780,22667,22667,463,40,NA,84,2666758,800,NA,NA,NA,NA,33,NA,192290,192290,330,0,NA,NA,NA,NA,NA,33949,NA,0,2859048,1130,NA,NA,NA,NA,NA,0,2857918,0
"13",2020-09-01,"MD","A+",3761,3617,6,144,14337,14337,385,34,NA,112,1230054,7450,NA,NA,NA,NA,NA,NA,108863,108863,614,0,NA,NA,NA,NA,129682,6976,NA,0,1338917,8064,NA,NA,NA,NA,1338917,8064,1952501,13655
"14",2020-09-01,"NM","B",779,NA,9,NA,3134,3134,65,8,NA,NA,735522,3872,NA,NA,NA,NA,NA,NA,25352,25352,69,0,NA,NA,NA,NA,NA,12960,NA,0,760874,3941,NA,NA,NA,NA,760874,3941,NA,0
"15",2020-09-01,"MA","A+",9064,8831,4,232,12386,12386,320,22,NA,55,1635284,21300,NA,NA,NA,NA,29,NA,128888,119138,355,0,NA,NA,NA,NA,NA,103920,NA,0,1764172,21655,NA,NA,112996,87251,1754422,21654,2448341,43915
"16",2020-09-01,"NV","A+",1313,NA,8,NA,NA,NA,643,0,NA,193,530716,2023,NA,NA,NA,NA,119,NA,69633,69633,405,0,NA,NA,NA,NA,NA,1798,NA,0,600349,2428,NA,NA,NA,NA,599812,2304,859175,4390
"17",2020-09-01,"LA","A",4984,4821,34,163,NA,NA,910,0,NA,NA,1740943,16347,NA,NA,NA,NA,128,NA,148882,148882,689,0,NA,NA,NA,NA,NA,127918,NA,0,1889825,17036,NA,NA,NA,NA,1889825,17036,NA,0
"18",2020-09-01,"NY","A",25331,NA,3,NA,89995,89995,432,0,NA,109,7904520,76243,NA,NA,NA,NA,54,NA,435510,435510,754,0,NA,NA,NA,NA,NA,75142,8340030,76997,8340030,76997,NA,NA,NA,NA,NA,0,NA,0
"19",2020-09-01,"KY","B",948,939,15,9,4616,4616,552,36,1391,138,781236,8312,NA,NA,NA,NA,NA,NA,49185,44824,789,0,NA,NA,NA,NA,NA,10417,NA,0,830421,9101,46878,14609,NA,NA,NA,0,826060,8924
"20",2020-09-01,"OH","A+",4165,3879,27,286,13479,13479,777,103,2975,241,2145059,24112,NA,NA,NA,NA,127,NA,124610,118048,1453,0,NA,NA,NA,NA,NA,104024,NA,0,2269669,25565,NA,NA,NA,NA,NA,0,2263107,25494
"21",2020-09-01,"KS","A+",446,NA,0,NA,2304,2304,211,0,628,55,370637,0,NA,NA,NA,209,21,NA,42612,NA,0,0,NA,NA,NA,NA,NA,1673,NA,0,413249,0,NA,NA,NA,NA,413249,0,NA,0
"22",2020-09-01,"OK","A+",809,NA,9,NA,4903,4903,535,82,NA,207,827513,20968,65958,NA,827513,NA,NA,2776,59399,59399,666,0,3006,NA,NA,NA,69077,49989,NA,0,886912,21634,68964,NA,NA,NA,NA,0,898288,23612
"23",2020-09-01,"IN","A+",3312,3093,16,219,11094,11094,848,51,2230,239,988874,6123,NA,NA,NA,NA,74,NA,94891,NA,695,0,NA,NA,NA,NA,NA,72391,NA,0,1083765,6818,NA,NA,NA,NA,1083765,6818,1442887,11519
"24",2020-09-01,"OR","A+",465,NA,6,NA,2162,2162,132,13,NA,49,534854,4339,NA,NA,534854,NA,25,NA,26946,25639,233,0,NA,NA,NA,NA,NA,4938,NA,0,561800,4572,NA,NA,NA,NA,560493,4575,NA,0
"25",2020-09-01,"IL","A",8273,8064,38,209,NA,NA,1513,0,NA,362,3850607,21469,NA,NA,NA,NA,146,NA,238217,236515,1492,0,NA,NA,NA,NA,NA,NA,NA,0,4088824,22961,NA,NA,NA,NA,NA,0,4087122,22961
"26",2020-09-01,"PA","A+",7691,NA,18,NA,NA,NA,528,0,NA,NA,1539969,15774,NA,NA,NA,NA,73,NA,134795,130961,770,0,NA,NA,NA,NA,NA,109183,NA,0,1674764,16544,NA,NA,NA,NA,NA,0,1670930,16524
"27",2020-09-01,"ID","A+",361,327,2,34,1394,1394,162,25,379,46,225601,1455,NA,NA,NA,NA,NA,NA,32088,29747,221,0,NA,NA,NA,NA,NA,14963,NA,0,257689,1676,NA,NA,NA,NA,NA,0,255348,1646
"28",2020-09-01,"PR","B",435,288,1,147,NA,NA,392,0,NA,71,305972,0,NA,NA,303412,NA,51,NA,33421,15584,222,0,17837,NA,NA,NA,7002,NA,NA,0,339393,222,NA,NA,NA,NA,NA,0,310546,0
"29",2020-09-01,"IA","A+",1123,NA,7,NA,NA,NA,311,0,NA,88,559628,2084,NA,46304,NA,NA,43,NA,63919,63919,591,0,NA,NA,3071,1558,NA,47437,NA,0,623547,2675,NA,NA,49415,12398,625058,2686,NA,0
"30",2020-09-01,"RI","A+",1050,NA,2,NA,2528,2528,81,9,NA,8,254480,2532,NA,NA,499207,NA,5,NA,22002,22002,53,0,NA,NA,NA,NA,31281,2113,530488,6074,530488,6074,NA,NA,NA,NA,276482,2585,NA,0
"31",2020-09-01,"HI","C",70,NA,7,NA,508,508,297,3,NA,57,189710,1330,NA,NA,NA,NA,42,NA,8472,NA,133,0,NA,NA,NA,NA,NA,2578,NA,0,198182,1463,NA,NA,NA,NA,198182,1463,263187,2450
"32",2020-09-01,"SC","A+",2757,2626,37,131,7870,7870,894,59,NA,232,834556,4000,58050,NA,798764,NA,141,NA,119846,118116,854,0,5281,NA,NA,NA,153908,51431,NA,0,954402,4854,63331,NA,NA,NA,NA,0,952672,4783
"33",2020-09-01,"GU","A+",13,NA,3,NA,NA,NA,43,0,NA,4,36875,386,156,NA,NA,NA,NA,NA,1447,1439,52,0,2,NA,NA,NA,NA,568,NA,0,38322,438,158,NA,NA,NA,38314,438,38312,438
"34",2020-09-01,"SD","A+",167,NA,0,NA,1036,1036,78,7,NA,NA,133846,826,NA,NA,NA,NA,NA,NA,13749,NA,240,0,NA,NA,NA,NA,NA,10832,NA,0,147595,1066,NA,NA,NA,NA,147595,1066,194109,1677
"35",2020-09-01,"GA","A+",5733,NA,101,NA,24847,24847,2488,243,4537,NA,2095801,22638,NA,NA,2119000,NA,NA,NA,272697,272697,2226,0,21400,NA,NA,NA,249498,NA,NA,0,2368498,24864,278431,NA,NA,NA,NA,0,2368498,24864
"36",2020-09-01,"TN","A+",1781,1729,27,52,6978,6978,1037,100,NA,348,2061422,15356,NA,NA,2028999,NA,164,NA,156329,152527,1396,0,NA,NA,NA,NA,184950,118885,NA,0,2217751,16752,NA,NA,NA,NA,NA,0,2213949,16633
"37",2020-09-01,"FL","A+",11521,11521,190,NA,39311,39311,3623,369,NA,NA,4044826,52758,411877,403867,5579764,NA,NA,3459,631040,631040,7569,0,34738,NA,34017,9157,812402,NA,NA,0,4675866,60327,446669,NA,437913,NA,4682883,60331,6428982,99401
"38",2020-09-01,"TX","A+",12681,NA,145,NA,NA,NA,4144,0,NA,1525,4416221,67637,329434,NA,NA,NA,NA,NA,617333,617333,4364,0,30159,3529,NA,NA,NA,514861,NA,0,5033554,72001,359593,25577,NA,NA,NA,0,5033554,72001
"39",2020-09-01,"DE","A+",605,533,0,72,NA,NA,64,0,NA,11,220888,1468,NA,NA,NA,NA,NA,NA,17535,16537,106,0,NA,NA,NA,NA,NA,9419,NA,0,238423,1574,NA,NA,NA,NA,238423,1574,NA,0
"40",2020-09-01,"UT","A+",409,NA,2,NA,3110,3110,145,17,780,44,612118,4370,NA,NA,NA,322,NA,NA,52403,52403,296,0,NA,NA,NA,NA,NA,44338,NA,0,664521,4666,NA,NA,NA,NA,664521,4666,823155,6279
"41",2020-09-01,"DC","A+",607,NA,0,NA,NA,NA,71,0,NA,22,278795,2105,NA,NA,NA,NA,8,NA,14049,NA,57,0,NA,NA,NA,NA,NA,11150,292844,2162,292844,2162,NA,NA,NA,NA,NA,0,NA,0
"42",2020-09-01,"VA","A+",2612,2479,32,133,16238,16238,1039,71,NA,258,1477074,11117,NA,NA,NA,NA,130,235,121615,116294,1021,0,NA,NA,NA,NA,140228,15199,1593368,12077,1598689,12138,124652,NA,NA,NA,NA,0,NA,0
"43",2020-09-01,"CT","B",4466,3581,1,885,11180,11180,56,0,NA,NA,1139332,19115,NA,NA,NA,NA,NA,NA,53006,50883,127,0,NA,NA,NA,NA,NA,8967,NA,0,1192338,19242,NA,NA,NA,NA,NA,0,1190215,19245
"44",2020-09-01,"VI","C",15,15,1,NA,NA,NA,NA,0,NA,NA,15248,148,NA,NA,NA,NA,NA,10,1139,NA,5,0,NA,NA,NA,NA,NA,950,NA,0,16387,153,NA,NA,NA,NA,NA,0,16397,147
"45",2020-09-01,"CO","A+",1849,NA,6,NA,7028,7028,241,18,NA,NA,657344,4671,293810,NA,NA,NA,NA,NA,57424,53579,201,0,21864,NA,NA,NA,NA,5953,1009970,7168,1009970,7168,157837,NA,NA,NA,710923,4856,NA,0
"46",2020-09-01,"VT","B",58,58,0,NA,NA,NA,6,0,NA,NA,136811,2714,NA,NA,NA,NA,NA,NA,1635,1635,11,0,NA,NA,NA,NA,NA,1432,NA,0,138446,2725,NA,NA,NA,NA,138446,2725,NA,0
"47",2020-09-01,"CA","B",13018,NA,85,NA,NA,NA,4869,0,NA,1352,10762899,93679,NA,NA,NA,NA,NA,NA,707797,707797,3712,0,NA,NA,NA,NA,NA,NA,NA,0,11470696,97391,NA,NA,NA,NA,NA,0,11470696,97391
"48",2020-09-01,"WA","B",1915,1915,10,NA,6763,6763,331,23,NA,NA,1398610,11576,NA,NA,NA,NA,49,NA,74635,74635,315,0,NA,NA,NA,NA,NA,NA,1473245,11891,1473245,11891,NA,NA,NA,NA,NA,0,NA,0
"49",2020-09-01,"AZ","A+",5044,4777,15,267,21405,21405,729,0,NA,253,1006648,4054,NA,NA,NA,NA,150,NA,202342,200608,507,0,NA,NA,NA,NA,NA,30841,NA,0,1208990,4561,267953,NA,NA,NA,NA,0,1207256,4558
"50",2020-09-01,"WI","A+",1139,1130,9,9,5878,5878,295,61,1026,100,1183717,10863,NA,NA,NA,NA,NA,167,81604,76584,1036,0,NA,NA,NA,NA,NA,67902,NA,0,1265321,11899,NA,NA,NA,NA,1260301,11844,NA,0
"51",2020-09-01,"AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1514,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1514,0,NA,NA,NA,NA,NA,0,1514,0
"52",2020-09-01,"WV","C",222,220,8,2,NA,NA,141,0,NA,49,427934,2137,NA,NA,NA,NA,25,NA,10507,10321,257,0,NA,NA,NA,NA,NA,8163,NA,0,438441,2394,15986,NA,NA,NA,NA,0,438255,2392
"53",2020-09-01,"AR","A",814,NA,17,NA,4306,4306,423,93,NA,NA,669528,3717,NA,NA,669528,554,85,NA,61497,61497,273,0,NA,NA,NA,NA,NA,55647,NA,0,731025,3990,NA,4644,NA,NA,NA,0,731025,3990
"54",2020-09-01,"MS","A+",2493,2337,20,156,5326,5326,798,0,NA,196,493933,3018,NA,NA,NA,NA,117,NA,83584,79650,634,0,95,NA,NA,NA,NA,67918,NA,0,577517,3652,26337,31360,NA,NA,NA,0,573583,3503
"55",2020-09-01,"AL","B",2200,2102,18,98,14538,14538,990,271,1487,NA,831304,-27925,NA,NA,NA,817,NA,NA,127616,118134,1558,0,NA,NA,NA,NA,NA,48028,NA,0,958920,-26367,NA,NA,54076,NA,NA,0,949438,-26943
"56",2020-09-01,"AK","A",39,39,2,NA,NA,NA,41,0,NA,NA,368095,25590,NA,NA,367949,NA,9,NA,6160,6160,35,0,NA,NA,NA,NA,5974,2246,NA,0,374255,25625,NA,NA,NA,NA,NA,0,374255,25625
"57",2020-08-31,"WY","A",37,NA,0,NA,215,215,16,0,NA,NA,72431,958,NA,NA,104478,NA,NA,NA,3842,3264,22,0,NA,NA,NA,NA,3120,3181,NA,0,76273,980,NA,NA,NA,NA,75695,1026,107599,1754
"58",2020-08-31,"NC","A+",2702,2702,10,NA,NA,NA,923,0,NA,244,2088859,11713,NA,NA,NA,NA,NA,NA,167313,167313,1186,0,NA,NA,NA,NA,NA,145884,NA,0,2256172,12899,NA,NA,NA,NA,NA,0,2256172,12899
"59",2020-08-31,"MT","B",104,NA,0,NA,436,436,134,4,NA,NA,242817,3496,NA,NA,NA,NA,NA,NA,7421,7421,81,0,NA,NA,NA,NA,NA,5330,NA,0,250238,3577,NA,NA,NA,NA,NA,0,250238,3577
"60",2020-08-31,"MS","A+",2473,2319,32,154,5326,5326,802,26,NA,207,490915,4427,NA,NA,NA,NA,121,NA,82950,79165,274,0,95,NA,NA,NA,NA,67918,NA,0,573865,4701,25554,31261,NA,NA,NA,0,570080,5147
"61",2020-08-31,"ND","A",118,114,0,4,554,554,68,0,149,17,189945,1682,8245,NA,NA,NA,NA,NA,11816,11816,114,0,335,NA,NA,NA,NA,9295,NA,0,201761,1796,8580,NA,NA,NA,201761,558,471211,1788
"62",2020-08-31,"MO","A",1530,NA,22,NA,NA,NA,906,0,NA,NA,898258,7676,NA,66025,1196755,NA,110,NA,84697,84697,1042,0,NA,NA,2899,NA,95127,NA,NA,0,982955,8718,NA,NA,68924,NA,982955,8718,1294127,11071
"63",2020-08-31,"MN","A+",1866,1817,1,49,6480,6480,306,26,1839,131,1052159,5277,NA,NA,NA,NA,NA,NA,75864,75864,675,0,NA,NA,NA,NA,NA,67656,NA,0,1128023,5952,NA,NA,NA,NA,1128023,5952,1489726,11294
"64",2020-08-31,"MI","A+",6753,6480,5,273,NA,NA,629,0,NA,156,2651406,19138,NA,NA,2651406,NA,90,NA,113025,102468,499,0,NA,NA,NA,NA,144856,76151,NA,0,2764431,19637,257840,NA,NA,NA,NA,0,2796262,19765
"65",2020-08-31,"ME","A+",132,131,0,1,420,420,6,0,NA,4,258409,3260,9056,NA,256576,NA,1,NA,4526,4060,14,0,479,NA,NA,NA,5652,3923,NA,0,262935,3274,9548,NA,NA,NA,NA,0,262469,3273
"66",2020-08-31,"MD","A+",3755,3612,3,143,14303,14303,377,48,NA,107,1222604,11157,NA,NA,NA,NA,NA,NA,108249,108249,458,0,NA,NA,NA,NA,129045,6124,NA,0,1330853,11615,NA,NA,NA,NA,1330853,11615,1938846,19331
"67",2020-08-31,"NE","A+",392,NA,0,NA,1994,1994,172,2,NA,NA,327305,3113,NA,NA,NA,NA,NA,NA,34046,34046,293,0,NA,NA,NA,NA,NA,25969,NA,0,361351,3406,NA,NA,NA,NA,361878,3410,NA,0
"68",2020-08-31,"MA","A+",9060,8827,11,232,12364,12364,314,3,NA,56,1613984,18439,NA,NA,NA,NA,22,NA,128533,118784,304,0,NA,NA,NA,NA,NA,103920,NA,0,1742517,18743,NA,NA,112727,86838,1732768,18740,2404426,31862
"69",2020-08-31,"NH","B",432,NA,0,NA,714,714,6,0,220,NA,203641,1600,NA,NA,NA,NA,NA,NA,7275,7275,21,0,NA,NA,NA,NA,NA,6615,NA,0,210916,1621,30373,NA,29752,NA,210916,1621,328095,2520
"70",2020-08-31,"LA","A",4950,4787,19,163,NA,NA,881,0,NA,NA,1724596,3713,NA,NA,NA,NA,132,NA,148193,148193,326,0,NA,NA,NA,NA,NA,127918,NA,0,1872789,4039,NA,NA,NA,NA,1872789,4039,NA,0
"71",2020-08-31,"NJ","A+",15937,14165,0,1780,22627,22627,484,0,NA,103,2665958,21235,NA,NA,NA,NA,36,NA,191960,191960,349,0,NA,NA,NA,NA,NA,33912,NA,0,2857918,21584,NA,NA,NA,NA,NA,0,2857918,21584
"72",2020-08-31,"KY","B",933,924,3,9,4580,4580,557,20,1385,144,772924,4842,NA,NA,NA,NA,NA,NA,48396,44212,364,0,NA,NA,NA,NA,NA,10375,NA,0,821320,5206,46866,13441,NA,NA,NA,0,817136,5547
"73",2020-08-31,"NM","B",770,NA,1,NA,3126,3126,66,10,NA,NA,731650,4306,NA,NA,NA,NA,NA,NA,25283,25283,105,0,NA,NA,NA,NA,NA,12913,NA,0,756933,4411,NA,NA,NA,NA,756933,4411,NA,0
"74",2020-08-31,"KS","A+",446,NA,3,NA,2304,2304,211,26,628,55,370637,8538,NA,NA,NA,209,21,NA,42612,NA,1564,0,NA,NA,NA,NA,NA,1673,NA,0,413249,10102,NA,NA,NA,NA,413249,10102,NA,0
"75",2020-08-31,"NV","A+",1305,NA,3,NA,NA,NA,664,0,NA,196,528693,1916,NA,NA,NA,NA,106,NA,69228,69228,320,0,NA,NA,NA,NA,NA,1773,NA,0,597921,2236,NA,NA,NA,NA,597508,2235,854785,4250
"76",2020-08-31,"IN","A+",3296,3077,5,219,11043,11043,881,200,2217,222,982751,10708,NA,NA,NA,NA,79,NA,94196,NA,883,0,NA,NA,NA,NA,NA,71591,NA,0,1076947,11591,NA,NA,NA,NA,1076947,11591,1431368,19608
"77",2020-08-31,"NY","A",25328,NA,1,NA,89995,89995,418,0,NA,109,7828277,65585,NA,NA,NA,NA,51,NA,434756,434756,656,0,NA,NA,NA,NA,NA,75100,8263033,66241,8263033,66241,NA,NA,NA,NA,NA,0,NA,0
"78",2020-08-31,"IL","A",8235,8026,7,209,NA,NA,1492,0,NA,347,3829138,45711,NA,NA,NA,NA,157,NA,236725,235023,1668,0,NA,NA,NA,NA,NA,NA,NA,0,4065863,47379,NA,NA,NA,NA,NA,0,4064161,47379
"79",2020-08-31,"OH","A+",4138,3854,10,284,13376,13376,774,59,2961,244,2120947,46349,NA,NA,NA,NA,140,NA,123157,116666,895,0,NA,NA,NA,NA,NA,102631,NA,0,2244104,47244,NA,NA,NA,NA,NA,0,2237613,47209
"80",2020-08-31,"ID","A+",359,325,1,34,1369,1369,181,4,375,52,224146,1498,NA,NA,NA,NA,NA,NA,31867,29556,190,0,NA,NA,NA,NA,NA,14712,NA,0,256013,1688,NA,NA,NA,NA,NA,0,253702,1680
"81",2020-08-31,"OK","A+",800,NA,1,NA,4821,4821,570,7,NA,214,806545,0,65958,NA,806545,NA,NA,7165,58733,58733,713,0,3006,NA,NA,NA,66512,49184,NA,0,865278,713,68964,NA,NA,NA,NA,0,874676,0
"82",2020-08-31,"IA","A+",1116,NA,3,NA,NA,NA,299,0,NA,85,557544,3169,NA,46099,NA,NA,46,NA,63328,63328,608,0,NA,NA,3052,1500,NA,46740,NA,0,620872,3777,NA,NA,49191,11957,622372,3775,NA,0
"83",2020-08-31,"OR","A+",459,NA,1,NA,2149,2149,136,41,NA,43,530515,3724,NA,NA,530515,NA,24,NA,26713,25403,159,0,NA,NA,NA,NA,NA,4884,NA,0,557228,3883,NA,NA,NA,NA,555918,13329,NA,0
"84",2020-08-31,"HI","C",63,NA,1,NA,505,505,272,8,NA,57,188380,2584,NA,NA,NA,NA,42,NA,8339,NA,200,0,NA,NA,NA,NA,NA,2520,NA,0,196719,2784,NA,NA,NA,NA,196719,2784,260737,4087
"85",2020-08-31,"PA","A+",7673,NA,0,NA,NA,NA,505,0,NA,NA,1524195,8296,NA,NA,NA,NA,78,NA,134025,130211,521,0,NA,NA,NA,NA,NA,109900,NA,0,1658220,8817,NA,NA,NA,NA,NA,0,1654406,8804
"86",2020-08-31,"GU","A+",10,NA,0,NA,NA,NA,38,0,NA,5,36489,376,156,NA,NA,NA,NA,NA,1395,1387,48,0,2,NA,NA,NA,NA,533,NA,0,37884,424,158,NA,NA,NA,37876,424,37874,958
"87",2020-08-31,"PR","B",434,287,0,147,NA,NA,383,0,NA,65,305972,0,NA,NA,303412,NA,50,NA,33199,15476,351,0,17723,NA,NA,NA,7002,NA,NA,0,339171,351,NA,NA,NA,NA,NA,0,310546,0
"88",2020-08-31,"GA","A+",5632,NA,28,NA,24604,24604,2463,32,4493,NA,2073163,14646,NA,NA,2096042,NA,NA,NA,270471,270471,1498,0,21369,NA,NA,NA,247592,NA,NA,0,2343634,16144,278200,NA,NA,NA,NA,0,2343634,16144
"89",2020-08-31,"RI","A+",1048,NA,1,NA,2519,2519,77,0,NA,9,251948,1835,NA,NA,493216,NA,5,NA,21949,21949,46,0,NA,NA,NA,NA,31198,2108,524414,3936,524414,3936,NA,NA,NA,NA,273897,1881,NA,0
"90",2020-08-31,"FL","A+",11331,11331,68,NA,38942,38942,3736,85,NA,NA,3992068,14046,411877,403867,5492615,NA,NA,3472,623471,623471,1885,0,34738,NA,34017,8779,800773,NA,NA,0,4615539,15931,446669,NA,437913,NA,4622552,15984,6329581,25940
"91",2020-08-31,"SC","A+",2720,2588,11,132,7811,7811,934,29,NA,247,830556,6007,57989,NA,795153,NA,136,NA,118992,117333,668,0,5267,NA,NA,NA,152736,51431,NA,0,949548,6675,63256,NA,NA,NA,NA,0,947889,6643
"92",2020-08-31,"DE","A+",605,533,1,72,NA,NA,58,0,NA,16,219420,2102,NA,NA,NA,NA,NA,NA,17429,16431,86,0,NA,NA,NA,NA,NA,9381,NA,0,236849,2188,NA,NA,NA,NA,236849,2188,NA,0
"93",2020-08-31,"SD","A+",167,NA,0,NA,1029,1029,76,12,NA,NA,133020,691,NA,NA,NA,NA,NA,NA,13509,NA,187,0,NA,NA,NA,NA,NA,10612,NA,0,146529,878,NA,NA,NA,NA,146529,878,192432,1482
"94",2020-08-31,"DC","A+",607,NA,1,NA,NA,NA,70,0,NA,21,276690,2560,NA,NA,NA,NA,8,NA,13992,NA,33,0,NA,NA,NA,NA,NA,11105,290682,2593,290682,2593,NA,NA,NA,NA,NA,0,NA,0
"95",2020-08-31,"TN","A+",1754,1704,7,50,6878,6878,910,38,NA,313,2046066,10171,NA,NA,2014005,NA,155,NA,154933,151250,1818,0,NA,NA,NA,NA,183311,116864,NA,0,2200999,11989,NA,NA,NA,NA,NA,0,2197316,11952
"96",2020-08-31,"CT","B",4465,3580,0,885,11180,11180,52,0,NA,NA,1120217,45206,NA,NA,NA,NA,NA,NA,52879,50753,384,0,NA,NA,NA,NA,NA,8967,NA,0,1173096,45590,NA,NA,NA,NA,NA,0,1170970,45572
"97",2020-08-31,"TX","A+",12536,NA,26,NA,NA,NA,4203,0,NA,1525,4348584,34226,328693,NA,NA,NA,NA,NA,612969,612969,2615,0,30025,3497,NA,NA,NA,507499,NA,0,4961553,36841,358718,25360,NA,NA,NA,0,4961553,36841
"98",2020-08-31,"CO","A+",1843,NA,0,NA,7010,7010,240,17,NA,NA,652673,4505,141188,NA,NA,NA,NA,NA,57223,53394,182,0,10454,NA,NA,NA,NA,5946,1002802,7851,1002802,7851,157500,NA,NA,NA,706067,4690,NA,0
"99",2020-08-31,"UT","A+",407,NA,0,NA,3093,3093,143,13,776,45,607748,4095,NA,NA,NA,319,NA,NA,52107,52107,253,0,NA,NA,NA,NA,NA,43990,NA,0,659855,4348,NA,NA,NA,NA,659855,4348,816876,6230
"100",2020-08-31,"CA","B",12933,NA,28,NA,NA,NA,4829,0,NA,1346,10669220,137300,NA,NA,NA,NA,NA,NA,704085,704085,4176,0,NA,NA,NA,NA,NA,NA,NA,0,11373305,141476,NA,NA,NA,NA,NA,0,11373305,141476
"101",2020-08-31,"VA","A+",2580,2447,11,133,16167,16167,1082,78,NA,257,1465957,12277,NA,NA,NA,NA,146,318,120594,115334,847,0,NA,NA,NA,NA,139056,15085,1581291,13097,1586551,13124,124444,NA,NA,NA,NA,0,NA,0
"102",2020-08-31,"AZ","A+",5029,4762,-1,267,21405,21405,768,-16,NA,256,1002594,4814,NA,NA,NA,NA,152,NA,201835,200104,174,0,NA,NA,NA,NA,NA,30682,NA,0,1204429,4988,267557,NA,NA,NA,NA,0,1202698,4970
"103",2020-08-31,"VI","C",14,14,0,NA,NA,NA,NA,0,NA,NA,15100,123,NA,NA,NA,NA,NA,16,1134,NA,5,0,NA,NA,NA,NA,NA,898,NA,0,16234,128,NA,NA,NA,NA,NA,0,16250,128
"104",2020-08-31,"AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1514,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1514,0,NA,NA,NA,NA,NA,0,1514,0
"105",2020-08-31,"VT","B",58,58,0,NA,NA,NA,8,0,NA,NA,134097,2438,NA,NA,NA,NA,NA,NA,1624,1624,8,0,NA,NA,NA,NA,NA,1425,NA,0,135721,2446,NA,NA,NA,NA,135721,2446,NA,0
