"","date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","pending","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"9679",2020-03-12,"MS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,41,21,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,42,22,NA,NA,NA,NA,NA,0,NA,0
"9680",2020-03-12,"MA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,8,0,NA,NA,NA,NA,NA,NA,NA,0,8,8,NA,NA,NA,NA,NA,0,1116,432
"9681",2020-03-12,"LA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,37,0,NA,NA,NA,NA,NA,NA,14,14,8,0,NA,NA,NA,NA,NA,NA,NA,0,51,8,NA,NA,NA,NA,NA,0,NA,0
"9682",2020-03-12,"KY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,56,10,NA,NA,NA,NA,NA,NA,8,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,64,10,NA,NA,NA,NA,NA,0,64,10
"9683",2020-03-12,"KS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,41,0,NA,NA,NA,NA,NA,NA,4,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,45,3,NA,NA,NA,NA,NA,0,NA,0
"9684",2020-03-12,"IN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,52,19,NA,NA,NA,NA,NA,NA,12,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,64,21,NA,NA,NA,NA,NA,0,NA,0
"9685",2020-03-12,"MT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,34,13,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,35,14,NA,NA,NA,NA,NA,0,NA,0
"9686",2020-03-12,"IL","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,266,22,NA,NA,NA,NA,NA,76,25,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,291,28,NA,NA,NA,NA,NA,0,NA,0
"9687",2020-03-12,"NC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,60,60,NA,NA,NA,NA,NA,NA,12,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,72,65,NA,NA,NA,NA,NA,0,NA,0
"9688",2020-03-12,"ID","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,93,26,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,93,26,NA,NA,NA,NA,NA,0,93,26
"9689",2020-03-12,"ND","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,12,5,NA,NA,NA,NA,NA,14,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,13,6,NA,NA,NA,NA,NA,0,NA,0
"9690",2020-03-12,"IA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,67,21,NA,NA,NA,NA,NA,24,14,14,1,0,NA,NA,NA,NA,NA,NA,NA,0,81,22,NA,NA,NA,NA,NA,0,NA,0
"9691",2020-03-12,"NE","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,80,33,NA,NA,NA,NA,NA,33,10,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,90,38,NA,NA,NA,NA,NA,0,NA,0
"9692",2020-03-12,"HI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,0,NA,0
"9693",2020-03-12,"NH","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,94,56,NA,NA,NA,NA,NA,21,6,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,100,58,NA,NA,NA,NA,NA,0,204,42
"9694",2020-03-12,"GA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,31,NA,9,0,NA,NA,NA,NA,NA,NA,NA,0,31,9,NA,NA,NA,NA,NA,0,31,9
"9695",2020-03-12,"NJ","",1,1,0,0,NA,NA,NA,0,NA,NA,74,17,NA,NA,NA,NA,NA,20,30,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,104,23,NA,NA,NA,NA,104,23,NA,0
"9696",2020-03-12,"FL","",2,NA,0,NA,NA,NA,NA,0,NA,NA,301,0,NA,NA,NA,NA,NA,147,32,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,333,4,NA,NA,NA,NA,NA,0,NA,0
"9697",2020-03-12,"NM","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,155,68,NA,NA,NA,NA,NA,NA,5,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,160,70,NA,NA,NA,NA,NA,0,NA,0
"9698",2020-03-12,"DE","",0,0,0,0,NA,NA,NA,0,NA,NA,23,6,NA,NA,NA,NA,NA,14,4,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,27,9,NA,NA,NA,NA,NA,0,NA,0
"9699",2020-03-12,"NV","",0,NA,0,NA,NA,NA,NA,0,NA,NA,168,0,NA,NA,NA,NA,NA,NA,7,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,175,2,NA,NA,NA,NA,NA,0,NA,0
"9700",2020-03-12,"DC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,10,NA,5,0,NA,NA,NA,NA,NA,NA,30,5,30,5,NA,NA,NA,NA,NA,0,NA,0
"9701",2020-03-12,"NY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,308,0,NA,NA,NA,NA,NA,0,NA,0
"9702",2020-03-12,"CT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,89,18,NA,NA,NA,NA,NA,NA,6,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,95,21,NA,NA,NA,NA,NA,0,NA,0
"9703",2020-03-12,"OH","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,30,9,NA,NA,NA,NA,NA,52,5,5,1,0,NA,NA,NA,NA,NA,NA,NA,0,35,10,NA,NA,NA,NA,NA,0,NA,0
"9704",2020-03-12,"CO","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,298,47,NA,NA,NA,NA,NA,NA,45,NA,17,0,NA,NA,NA,NA,NA,NA,70,70,70,70,NA,NA,NA,NA,NA,0,NA,0
"9705",2020-03-12,"OK","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,36,21,NA,NA,NA,NA,NA,4,3,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,39,22,NA,NA,NA,NA,NA,0,NA,0
"9706",2020-03-12,"CA","",4,NA,4,NA,NA,NA,NA,0,NA,NA,916,0,NA,NA,NA,NA,NA,NA,202,NA,45,0,NA,NA,NA,NA,NA,NA,NA,0,1118,45,NA,NA,NA,NA,NA,0,1118,45
"9707",2020-03-12,"OR","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,286,0,NA,NA,NA,NA,NA,62,19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,305,0,NA,NA,NA,NA,NA,0,NA,0
"9708",2020-03-12,"AZ","",NA,NA,0,NA,16,16,NA,5,NA,NA,82,23,NA,NA,NA,NA,NA,24,9,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,91,23,NA,NA,NA,NA,NA,0,91,23
"9709",2020-03-12,"PA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,116,28,NA,NA,NA,NA,NA,81,22,NA,6,0,NA,NA,NA,NA,NA,NA,NA,0,138,34,NA,NA,NA,NA,NA,0,138,34
"9710",2020-03-12,"AR","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,24,12,NA,NA,NA,NA,NA,20,6,6,6,0,NA,NA,NA,NA,NA,NA,NA,0,30,18,NA,NA,NA,NA,NA,0,30,18
"9711",2020-03-12,"RI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,176,37,NA,NA,186,NA,NA,8,13,13,8,0,NA,NA,NA,NA,15,NA,150,34,150,34,NA,NA,NA,NA,189,45,201,51
"9712",2020-03-12,"AL","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,10,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,0,NA,NA,NA,NA,NA,0,10,0
"9713",2020-03-12,"SC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,48,16,NA,NA,NA,NA,NA,NA,10,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,58,17,NA,NA,NA,NA,NA,0,NA,0
"9714",2020-03-12,"AK","",0,NA,0,NA,NA,NA,NA,0,NA,NA,46,0,NA,NA,NA,NA,NA,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,46,0,NA,NA,NA,NA,NA,0,46,0
"9715",2020-03-12,"SD","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,27,14,NA,NA,NA,NA,NA,11,8,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,35,17,NA,NA,NA,NA,35,17,NA,0
"9716",2020-03-12,"WY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,0,NA,0
"9717",2020-03-12,"TN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,79,29,NA,NA,NA,NA,NA,NA,18,NA,11,0,NA,NA,NA,NA,NA,NA,NA,0,97,40,NA,NA,NA,NA,NA,0,NA,0
"9718",2020-03-12,"WI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,84,41,NA,NA,NA,NA,NA,NA,9,8,6,0,NA,NA,NA,NA,NA,NA,NA,0,93,47,NA,NA,NA,NA,NA,0,NA,0
"9719",2020-03-12,"TX","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,23,23,2,0,NA,NA,NA,NA,NA,NA,NA,0,23,2,NA,NA,NA,NA,NA,0,NA,0
"9720",2020-03-12,"WV","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,7,4,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,4,NA,NA,NA,NA,NA,0,NA,0
"9721",2020-03-12,"UT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,131,131,NA,NA,NA,NA,NA,NA,4,4,2,0,NA,NA,NA,NA,NA,NA,NA,0,135,133,NA,NA,NA,NA,NA,0,NA,0
"9722",2020-03-12,"VA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,117,57,NA,NA,NA,NA,NA,NA,17,NA,8,0,NA,NA,NA,NA,2094,NA,6516,32,134,65,NA,NA,NA,NA,NA,0,NA,0
"9723",2020-03-12,"MD","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,94,0,NA,NA,NA,NA,NA,NA,12,12,3,0,NA,NA,NA,NA,NA,NA,NA,0,106,3,NA,NA,NA,NA,NA,0,NA,0
"9724",2020-03-12,"MI","",NA,0,0,1,NA,NA,NA,0,NA,NA,91,34,NA,NA,NA,NA,NA,27,702,996,205,0,NA,NA,NA,NA,NA,NA,NA,0,793,239,NA,NA,NA,NA,NA,0,NA,0
"9725",2020-03-11,"WA","",40,NA,3,NA,NA,NA,NA,0,NA,NA,7183,2185,NA,NA,NA,NA,NA,NA,622,622,134,0,NA,NA,NA,NA,NA,NA,7805,2319,7805,2319,NA,NA,NA,NA,7605,2267,NA,0
"9726",2020-03-11,"MO","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,46,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,8,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,54,12
"9727",2020-03-11,"MN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,217,85,NA,NA,NA,NA,NA,NA,21,21,10,0,NA,NA,NA,NA,NA,NA,NA,0,238,95,NA,NA,NA,NA,NA,0,238,95
"9728",2020-03-11,"MI","",NA,0,0,0,NA,NA,NA,0,NA,NA,57,18,NA,NA,NA,NA,NA,18,497,727,139,0,NA,NA,NA,NA,NA,NA,NA,0,554,157,NA,NA,NA,NA,NA,0,NA,0
"9729",2020-03-11,"ME","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,42,22,NA,NA,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,42,22,NA,NA,NA,NA,NA,0,NA,0
"9730",2020-03-11,"MS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,20,20,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,20,NA,NA,NA,NA,NA,0,NA,0
"9731",2020-03-11,"MA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,684,182
"9732",2020-03-11,"LA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,37,26,NA,NA,NA,NA,NA,NA,6,6,5,0,NA,NA,NA,NA,NA,NA,NA,0,43,31,NA,NA,NA,NA,NA,0,NA,0
"9733",2020-03-11,"KY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,46,18,NA,NA,NA,NA,NA,NA,8,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,54,20,NA,NA,NA,NA,NA,0,54,20
"9734",2020-03-11,"KS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,41,24,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,42,24,NA,NA,NA,NA,NA,0,NA,0
"9735",2020-03-11,"IN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,33,3,NA,NA,NA,NA,NA,NA,10,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,43,7,NA,NA,NA,NA,NA,0,NA,0
"9736",2020-03-11,"MT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,21,6,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,21,6,NA,NA,NA,NA,NA,0,NA,0
"9737",2020-03-11,"IL","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,244,0,NA,NA,NA,NA,NA,63,19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,263,0,NA,NA,NA,NA,NA,0,NA,0
"9738",2020-03-11,"NC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,NA,NA,NA,NA,0,NA,0
"9739",2020-03-11,"ID","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,67,26,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,67,26,NA,NA,NA,NA,NA,0,67,26
"9740",2020-03-11,"ND","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,7,1,NA,NA,NA,NA,NA,6,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,7,1,NA,NA,NA,NA,NA,0,NA,0
"9741",2020-03-11,"IA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,46,14,NA,NA,NA,NA,NA,27,13,13,5,0,NA,NA,NA,NA,NA,NA,NA,0,59,19,NA,NA,NA,NA,NA,0,NA,0
"9742",2020-03-11,"NE","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,47,0,NA,NA,NA,NA,NA,16,5,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,52,2,NA,NA,NA,NA,NA,0,NA,0
"9743",2020-03-11,"HI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,0,NA,0
"9744",2020-03-11,"NH","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,38,0,NA,NA,NA,NA,NA,5,4,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,42,0,NA,NA,NA,NA,NA,0,162,44
"9745",2020-03-11,"GA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,22,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,22,5,NA,NA,NA,NA,NA,0,22,5
"9746",2020-03-11,"NJ","",1,1,1,0,NA,NA,NA,0,NA,NA,57,13,NA,NA,NA,NA,NA,20,24,NA,9,0,NA,NA,NA,NA,NA,NA,NA,0,81,22,NA,NA,NA,NA,81,22,NA,0
"9747",2020-03-11,"FL","",2,NA,2,NA,NA,NA,NA,0,NA,NA,301,79,NA,NA,NA,NA,NA,147,28,NA,9,0,NA,NA,NA,NA,NA,NA,NA,0,329,88,NA,NA,NA,NA,NA,0,NA,0
"9748",2020-03-11,"NM","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,87,18,NA,NA,NA,NA,NA,NA,3,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,90,21,NA,NA,NA,NA,NA,0,NA,0
"9749",2020-03-11,"DE","",0,0,0,0,NA,NA,NA,0,NA,NA,17,0,NA,NA,NA,NA,NA,2,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,18,1,NA,NA,NA,NA,NA,0,NA,0
"9750",2020-03-11,"NV","",0,NA,0,NA,NA,NA,NA,0,NA,NA,168,154,NA,NA,NA,NA,NA,NA,5,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,173,158,NA,NA,NA,NA,NA,0,NA,0
"9751",2020-03-11,"DC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,20,3,NA,NA,NA,NA,NA,15,5,NA,0,0,NA,NA,NA,NA,NA,NA,25,3,25,3,NA,NA,NA,NA,NA,0,NA,0
"9752",2020-03-11,"NY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,92,0,NA,NA,NA,NA,NA,NA,216,NA,43,0,NA,NA,NA,NA,NA,NA,NA,0,308,43,NA,NA,NA,NA,NA,0,NA,0
"9753",2020-03-11,"CT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,71,17,NA,NA,NA,NA,NA,NA,3,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,74,18,NA,NA,NA,NA,NA,0,NA,0
"9754",2020-03-11,"OH","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,21,7,NA,NA,NA,NA,NA,24,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,0,25,8,NA,NA,NA,NA,NA,0,NA,0
"9755",2020-03-11,"CO","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,251,109,NA,NA,NA,NA,NA,NA,28,NA,16,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0
"9756",2020-03-11,"OK","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,15,0,NA,NA,NA,NA,NA,11,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,17,0,NA,NA,NA,NA,NA,0,NA,0
"9757",2020-03-11,"CA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,916,226,NA,NA,NA,NA,NA,NA,157,NA,24,0,NA,NA,NA,NA,NA,NA,NA,0,1073,250,NA,NA,NA,NA,NA,0,1073,250
"9758",2020-03-11,"OR","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,286,73,NA,NA,NA,NA,NA,62,19,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,305,77,NA,NA,NA,NA,NA,0,NA,0
"9759",2020-03-11,"AZ","",NA,NA,0,NA,11,11,NA,3,NA,NA,59,8,NA,NA,NA,NA,NA,32,9,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0,68,11,NA,NA,NA,NA,NA,0,68,11
"9760",2020-03-11,"PA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,88,88,NA,NA,NA,NA,NA,54,16,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,104,92,NA,NA,NA,NA,NA,0,104,104
"9761",2020-03-11,"AR","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,12,0,NA,NA,NA,NA,NA,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,0,NA,NA,NA,NA,NA,0,12,0
"9762",2020-03-11,"RI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,139,34,NA,NA,144,NA,NA,24,5,5,0,0,NA,NA,NA,NA,6,NA,116,27,116,27,NA,NA,NA,NA,144,34,150,34
"9763",2020-03-11,"AL","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,10,10,NA,NA,NA,NA,NA,0,10,10
"9764",2020-03-11,"SC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,32,8,NA,NA,NA,NA,NA,NA,9,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,41,10,NA,NA,NA,NA,NA,0,NA,0
"9765",2020-03-11,"AK","",0,NA,0,NA,NA,NA,NA,0,NA,NA,46,23,NA,NA,NA,NA,NA,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,46,23,NA,NA,NA,NA,NA,0,46,23
"9766",2020-03-11,"SD","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,13,2,NA,NA,NA,NA,NA,2,5,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,18,7,NA,NA,NA,NA,18,7,NA,0
"9767",2020-03-11,"WY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0
"9768",2020-03-11,"TN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,50,50,NA,NA,NA,NA,NA,NA,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,57,50,NA,NA,NA,NA,NA,0,NA,0
"9769",2020-03-11,"VT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,91,31,NA,NA,NA,NA,NA,NA,2,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,93,32,NA,NA,NA,NA,NA,0,NA,0
"9770",2020-03-11,"TX","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21,21,8,0,NA,NA,NA,NA,NA,NA,NA,0,21,8,NA,NA,NA,NA,NA,0,NA,0
"9771",2020-03-11,"WI","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,43,7,NA,NA,NA,NA,NA,NA,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,0,46,8,NA,NA,NA,NA,NA,0,NA,0
"9772",2020-03-11,"UT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,NA,NA,NA,NA,0,NA,0
"9773",2020-03-11,"VA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,60,7,NA,NA,NA,NA,NA,NA,9,NA,1,0,NA,NA,NA,NA,2092,NA,6484,11,69,8,NA,NA,NA,NA,NA,0,NA,0
"9774",2020-03-11,"MD","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,94,5,NA,NA,NA,NA,NA,NA,9,9,3,0,NA,NA,NA,NA,NA,NA,NA,0,103,8,NA,NA,NA,NA,NA,0,NA,0
"9775",2020-03-11,"WV","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,3,1,NA,NA,NA,NA,NA,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,0,NA,0
"9776",2020-03-10,"MS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,NA,0
"9777",2020-03-10,"MO","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,34,NA,NA,NA,1,NA,0,0,NA,NA,NA,NA,8,NA,NA,0,1,0,NA,NA,NA,NA,NA,0,42,6
"9778",2020-03-10,"MN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,132,52,NA,NA,NA,NA,NA,NA,11,11,6,0,NA,NA,NA,NA,NA,NA,NA,0,143,58,NA,NA,NA,NA,NA,0,143,58
"9779",2020-03-10,"MT","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,15,4,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,15,4,NA,NA,NA,NA,NA,0,NA,0
"9780",2020-03-10,"ME","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,20,19,NA,NA,NA,NA,NA,5,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,20,19,NA,NA,NA,NA,NA,0,NA,0
"9781",2020-03-10,"MD","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,89,16,NA,NA,NA,NA,NA,NA,6,6,1,0,NA,NA,NA,NA,NA,NA,NA,0,95,17,NA,NA,NA,NA,NA,0,NA,0
"9782",2020-03-10,"MA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,502,109
"9783",2020-03-10,"LA","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,11,6,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,12,6,NA,NA,NA,NA,NA,0,NA,0
"9784",2020-03-10,"KY","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,28,11,NA,NA,NA,NA,NA,NA,6,NA,2,0,NA,NA,NA,NA,NA,NA,NA,0,34,13,NA,NA,NA,NA,NA,0,34,13
"9785",2020-03-10,"NC","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,5,0,NA,NA,NA,NA,NA,NA,NA,0,7,5,NA,NA,NA,NA,NA,0,NA,0
"9786",2020-03-10,"KS","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,17,6,NA,NA,NA,NA,NA,21,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,18,6,NA,NA,NA,NA,NA,0,NA,0
"9787",2020-03-10,"ND","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,6,6,NA,NA,NA,NA,NA,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,6,6,NA,NA,NA,NA,NA,0,NA,0
"9788",2020-03-10,"IN","",NA,NA,0,NA,NA,NA,NA,0,NA,NA,30,30,NA,NA,NA,NA,NA,NA,6,NA,4,0,NA,NA,NA,NA,NA,NA,NA,0,36,34,NA,NA,NA,NA,NA,0,NA,0
